,Unnamed: 0,filepath,size(byte),traditional(us),dadi-5M(us),dadi-10M(us),dadi-100M(us)
0,0,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Jg/Dal.pl,541,2.2600000000000002,92439.16666666667,33578.833333333336,206.92857142857142
1,1,/usr/share/ca-certificates/mozilla/SSL.com_Root_Certification_Authority_RSA.crt,2094,6.859999999999999,128736.16666666667,48127.5,284.6714285714286
2,2,/usr/lib/x86_64-linux-gnu/libicudata.so.67,28407344,84546.45000000001,4447852.166666667,1961424.6666666667,243803.55714285714
3,3,/var/lib/dpkg/info/libsepol1:amd64.md5sums,215,1.2200000000000002,74308.16666666667,29142.666666666668,209.0142857142857
4,4,/var/lib/dpkg/info/coreutils.md5sums,15859,47.39,38783.5,15370.833333333334,236.81428571428572
5,5,/usr/share/adduser/adduser.conf,2981,9.08,37370.5,14650.333333333334,107.41428571428571
6,6,/usr/share/ca-certificates/mozilla/SecureSign_RootCA11.crt,1249,3.89,148.83333333333334,74.5,12.785714285714286
7,7,/var/lib/dpkg/info/libss2:amd64.triggers,67,0.36,18.5,10.166666666666666,2.071428571428571
8,8,/usr/lib/x86_64-linux-gnu/libpcre2-8.so.0,617128,1835.6,159599.16666666666,67387.66666666667,5419.042857142857
9,9,/etc/ssl/certs/ff34af3f.0,0,5.1499999999999995,226.16666666666666,115.66666666666667,19.728571428571428
10,10,/lib/x86_64-linux-gnu/security/pam_access.so,18272,54.46,39534.166666666664,15460.5,246.84285714285716
11,11,/usr/share/keyrings/debian-archive-bullseye-stable.gpg,2453,7.52,38386.166666666664,14727.833333333334,124.35714285714286
12,12,/usr/lib/x86_64-linux-gnu/perl-base/unicore/To/Lb.pl,32362,96.53,40269.833333333336,16140.5,361.87142857142857
13,13,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/IdType/LimitedU.pl,1462,4.569999999999999,175.5,86.83333333333333,14.928571428571429
14,14,/usr/lib/x86_64-linux-gnu/libp11-kit.so.0,1257280,3740.12,193138.16666666666,88703.33333333333,10868.92857142857
15,15,/var/lib/dpkg/info/libpam-modules:amd64.templates,23310,69.58999999999999,39612.166666666664,15791.333333333334,316.5285714285714
16,16,/var/lib/dpkg/info/libgcrypt20:amd64.list,455,1.54,63.166666666666664,34.0,5.642857142857143
17,17,/etc/ssl/certs/062cdee6.0,0,3.92,153.5,89.83333333333333,13.5
18,18,/etc/ssl/certs/USERTrust_ECC_Certification_Authority.pem,0,3.04,112.16666666666667,57.833333333333336,10.185714285714285
19,19,/var/lib/dpkg/info/libsasl2-modules-db:amd64.list,478,1.57,37101.833333333336,14572.833333333334,93.9
20,20,/usr/lib/x86_64-linux-gnu/libnettle.so.8,290416,864.07,66127.16666666667,29116.5,2588.2714285714287
21,21,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Nv/80.pl,639,2.13,37055.833333333336,14531.666666666666,85.87142857142857
22,22,/var/lib/dpkg/info/libpsl5:amd64.md5sums,286,1.05,51.5,27.5,4.128571428571428
23,23,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Age/V11.pl,3448,10.45,37522.833333333336,14765.666666666666,121.75714285714285
24,24,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/QMark/Y.pl,623,2.04,94.5,47.166666666666664,8.185714285714287
25,25,/etc/ld.so.conf,34,0.27,14.833333333333334,9.0,1.7
26,26,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Blk/NB.pl,1188,3.7,37122.166666666664,14559.666666666666,85.15714285714286
27,27,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Ccc/B.pl,1288,4.1,164.83333333333334,77.66666666666667,13.557142857142857
28,28,/var/lib/dpkg/info/zlib1g:amd64.triggers,65,0.37,18.833333333333332,9.166666666666666,1.957142857142857
29,29,/usr/lib/nginx/modules/ngx_http_xslt_filter_module-debug.so,23400,69.86999999999999,39587.166666666664,15751.666666666666,300.92857142857144
30,30,/var/lib/dpkg/info/ncurses-base.md5sums,2992,9.049999999999999,327.8333333333333,163.0,28.185714285714287
31,31,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/SD/Y.pl,843,2.7,102.83333333333333,53.666666666666664,9.471428571428572
32,32,/etc/ssl/certs/NetLock_Arany_=Class_Gold=_F_tanúsítvány.pem,0,4.619999999999999,169.5,84.33333333333333,15.1
33,33,/usr/share/fontconfig/conf.avail/10-hinting-full.conf,692,2.25,37058.833333333336,14508.666666666666,82.67142857142858
34,34,/var/lib/dpkg/info/libtirpc3:amd64.list,280,0.99,40.5,20.666666666666668,3.7
35,35,/usr/lib/x86_64-linux-gnu/gconv/IBM1154.so,18544,55.53,56300.5,19821.166666666668,268.4142857142857
36,36,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Bc/BN.pl,883,2.86,113.16666666666667,57.666666666666664,9.957142857142857
37,37,/usr/share/pixmaps/debian-logo.png,1678,5.17,37051.5,14512.333333333334,82.58571428571429
38,38,/usr/share/perl5/Debconf/Element/Dialog/Select.pm,1688,5.2299999999999995,218.5,110.16666666666667,18.728571428571428
39,39,/etc/ssl/certs/Amazon_Root_CA_3.pem,0,2.2,81.83333333333333,41.666666666666664,7.614285714285714
40,40,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/NFKCQC/N.pl,3336,10.16,352.5,176.16666666666666,32.214285714285715
41,41,/usr/share/X11/locale/cs_CZ.UTF-8,4096,0.22,18.5,9.333333333333334,2.2714285714285714
42,42,/usr/share/fonts/truetype/dejavu/DejaVuSansMono.ttf,340712,1013.47,104861.16666666667,44583.833333333336,3031.1857142857143
43,43,/lib/x86_64-linux-gnu/security/pam_listfile.so,14176,42.33,1458.5,729.5,123.35714285714286
44,44,/lib/systemd/system/e2scrub_fail@.service,245,1.02,53.166666666666664,27.0,4.871428571428571
45,45,/usr/lib/x86_64-linux-gnu/gconv/IBM285.so,18544,55.4,39039.5,15502.333333333334,254.7
46,46,/var/lib/dpkg/info/libx11-data.md5sums,14673,43.79,1495.8333333333333,752.3333333333334,127.64285714285714
47,47,/var/lib/dpkg/info/liblz4-1:amd64.triggers,67,0.36,27.5,13.0,2.6142857142857143
48,48,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Ccc/ATAR.pl,536,1.79,64.83333333333333,33.5,5.814285714285714
49,49,/var/lib/dpkg/info/libxcb1:amd64.triggers,67,0.36,15.833333333333334,8.5,1.8428571428571427
50,50,/usr/share/ca-certificates/mozilla/NAVER_Global_Root_Certification_Authority.crt,2013,6.109999999999999,213.5,106.83333333333333,18.67142857142857
51,51,/usr/lib/x86_64-linux-gnu/gconv/IBM874.so,18544,55.4,38827.833333333336,15430.833333333334,238.67142857142858
52,52,/usr/lib/x86_64-linux-gnu/perl-base/unicore/To/_PerlSCX.pl,21594,64.5,2192.5,1094.8333333333333,186.5857142857143
53,53,/etc/fonts/conf.d/60-latin.conf,0,6.46,241.83333333333334,121.16666666666667,20.642857142857142
54,54,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Nv/13.pl,557,1.83,65.5,33.166666666666664,5.985714285714286
55,55,/etc/fonts/conf.d/70-no-bitmaps.conf,0,1.6300000000000001,57.833333333333336,31.0,5.7
56,56,/usr/share/perl5/Debconf/Element/Dialog/Boolean.pm,729,2.35,84.5,41.666666666666664,7.5285714285714285
57,57,/usr/lib/x86_64-linux-gnu/gconv/ISO646.so,30864,92.11,40226.166666666664,16115.666666666666,358.3
58,58,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/In/2_1.pl,3747,11.34,403.8333333333333,202.83333333333334,34.785714285714285
59,59,/var/lib/dpkg/info/libjpeg62-turbo:amd64.triggers,67,0.35,19.166666666666668,10.5,2.1
60,60,/etc/ssl/certs/SecureSign_RootCA11.pem,0,3.9,132.5,66.66666666666667,11.385714285714286
61,61,/usr/share/perl5/Debconf/FrontEnd.pm,2864,8.73,296.8333333333333,151.5,25.67142857142857
62,62,/usr/lib/x86_64-linux-gnu/libidn2.so.0,128944,383.55,49923.5,21025.666666666668,1183.6714285714286
63,63,/usr/lib/x86_64-linux-gnu/perl-base/utf8.pm,313,1.12,46.833333333333336,24.5,4.185714285714285
64,64,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/WB/NU.pl,1182,3.74,138.83333333333334,69.33333333333333,12.385714285714286
65,65,/var/lib/dpkg/info/libtasn1-6:amd64.shlibs,33,0.26,22.166666666666668,11.166666666666666,2.1571428571428575
66,66,/usr/lib/x86_64-linux-gnu/gconv/IBM851.so,18544,55.34,1867.5,944.5,161.07142857142858
67,67,/usr/lib/x86_64-linux-gnu/gconv/ISO_5428.so,18544,55.33,39008.833333333336,15541.5,256.2714285714286
68,68,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Lower/Y.pl,7163,21.48,741.5,378.1666666666667,63.92857142857143
69,69,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Age/V90.pl,1141,3.54,123.83333333333333,63.333333333333336,10.985714285714286
70,70,/var/lib/dpkg/info/libdeflate0:amd64.md5sums,225,0.83,33.5,18.166666666666668,3.2142857142857144
71,71,/etc/ssl/certs/706f604c.0,0,4.76,170.5,84.33333333333333,14.842857142857143
72,72,/var/lib/dpkg/info/mount.md5sums,1499,4.58,160.5,83.16666666666667,14.042857142857143
73,73,/var/lib/dpkg/info/libblkid1:amd64.symbols,4963,14.98,514.5,256.33333333333337,43.84285714285714
74,74,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Scx/Telu.pl,651,2.09,82.83333333333333,41.5,7.671428571428572
75,75,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/InSC/Virama.pl,793,2.54,97.5,49.166666666666664,8.557142857142857
76,76,/etc/ssl/certs/06dc52d5.0,0,6.54,232.83333333333334,116.66666666666667,20.15714285714286
77,77,/usr/share/nginx/html/index.html,615,2.01,36891.5,14454.0,81.18571428571428
78,78,/usr/share/maven-repo/org/gnu/gettext/libintl/debian/libintl-debian.jar,2585,8.08,329.8333333333333,166.83333333333334,28.12857142857143
79,79,/var/lib/dpkg/info/libsmartcols1:amd64.md5sums,310,1.08,41.5,22.333333333333332,4.042857142857143
80,80,/usr/share/perl5/Debconf/FrontEnd/Passthrough.pm,7160,21.5,731.5,367.1666666666667,63.5
81,81,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Scx/Sind.pl,536,1.75,62.5,32.833333333333336,5.8428571428571425
82,82,/usr/lib/x86_64-linux-gnu/perl-base/FileHandle.pm,2111,6.529999999999999,37396.166666666664,14900.333333333334,112.38571428571429
83,83,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Nv/1_6.pl,538,1.76,80.16666666666667,38.333333333333336,6.728571428571429
84,84,/etc/ssl/certs/9c8dfbd4.0,0,2.49,98.5,52.166666666666664,8.957142857142857
85,85,/usr/share/perl5/Debconf/FrontEnd/Web.pm,2665,8.139999999999999,287.5,139.16666666666666,23.928571428571427
86,86,/usr/share/perl5/Debconf/Element/Dialog/Multiselect.pm,2188,6.71,226.5,116.0,20.12857142857143
87,87,/usr/lib/x86_64-linux-gnu/gconv/IBM1167.so,18544,55.13,1864.5,937.8333333333334,160.75714285714287
88,88,/var/lib/dpkg/info/libpsl5:amd64.symbols,782,2.5,90.5,45.0,7.985714285714286
89,89,/etc/fonts/conf.avail/57-dejavu-sans-mono.conf,1201,3.75,140.5,69.83333333333333,12.185714285714285
90,90,/usr/share/ca-certificates/mozilla/QuoVadis_Root_CA_2.crt,2041,6.319999999999999,214.5,107.5,18.814285714285713
91,91,/var/lib/dpkg/info/util-linux.list,11203,33.440000000000005,1125.5,573.5,97.01428571428572
92,92,/etc/ssl/certs/OISTE_WISeKey_Global_Root_GC_CA.pem,0,2.83,105.83333333333333,55.833333333333336,9.814285714285715
93,93,/usr/lib/x86_64-linux-gnu/libdeflate.so.0,108424,322.75,81796.83333333333,32869.833333333336,1019.9571428571429
94,94,/lib/x86_64-linux-gnu/security/pam_lastlog.so,18296,54.75,1873.5,933.5,159.78571428571428
95,95,/etc/ssl/certs/Entrust.net_Premium_2048_Secure_Server_CA.pem,0,4.68,176.83333333333334,88.16666666666667,15.042857142857143
96,96,/etc/fonts/conf.d/20-unhint-small-dejavu-sans.conf,856,2.79,97.83333333333333,49.833333333333336,9.071428571428571
97,97,/var/lib/dpkg/info/fonts-dejavu-core.list,2134,6.55,37157.833333333336,14597.5,103.7
98,98,/var/lib/dpkg/info/ca-certificates.postinst,5817,17.48,609.8333333333334,305.1666666666667,52.27142857142857
99,99,/usr/lib/x86_64-linux-gnu/libicutest.so.67.1,81400,242.65,45364.833333333336,18368.833333333332,797.5857142857143
100,100,/var/lib/dpkg/info/libdebconfclient0:amd64.symbols,143,0.59,39.833333333333336,20.0,3.6714285714285713
101,101,/usr/lib/x86_64-linux-gnu/gconv/BIG5HKSCS.so,239728,713.41,61120.833333333336,26490.166666666668,2127.7285714285713
102,102,/var/lib/dpkg/info/libjbig0:amd64.symbols,1066,3.38,124.16666666666667,63.5,10.842857142857143
103,103,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Perl/Blank.pl,562,1.83,78.83333333333333,38.833333333333336,6.814285714285714
104,104,/usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0,22728,67.78999999999999,39435.166666666664,15720.0,300.5857142857143
105,105,/usr/lib/x86_64-linux-gnu/gconv/ISO8859-15.so,18544,55.300000000000004,1886.8333333333333,946.3333333333334,161.07142857142858
106,106,/usr/lib/x86_64-linux-gnu/gconv/HP-ROMAN9.so,18544,55.53,1886.1666666666667,943.1666666666666,160.5
107,107,/usr/lib/x86_64-linux-gnu/gconv/GREEK-CCITT.so,18544,55.42,38804.5,15417.833333333334,244.84285714285716
108,108,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Nv/600.pl,581,1.8800000000000001,72.83333333333333,36.666666666666664,6.728571428571429
109,109,/etc/ssl/certs/4304c5e5.0,0,4.47,164.16666666666666,83.66666666666667,14.385714285714286
110,110,/etc/ssl/certs/emSign_Root_CA_-_G1.pem,0,4.04,144.83333333333334,71.16666666666667,12.814285714285715
111,111,/usr/share/ca-certificates/mozilla/GlobalSign_Root_CA_-_R3.crt,1229,3.8000000000000003,127.16666666666667,63.666666666666664,11.042857142857143
112,112,/var/lib/dpkg/info/mount.list,1038,3.22,117.16666666666667,57.833333333333336,10.214285714285714
113,113,/var/lib/dpkg/info/debconf.md5sums,10222,30.520000000000003,1043.5,516.6666666666666,88.92857142857143
114,114,/var/lib/dpkg/info/dash.postinst,3804,11.49,393.1666666666667,194.83333333333334,34.18571428571428
115,115,/var/lib/dpkg/info/libgd3:amd64.symbols,8814,26.48,901.8333333333334,451.0,76.9
116,116,/etc/ssl/certs/UCA_Extended_Validation_Root.pem,0,5.8999999999999995,211.83333333333334,105.33333333333333,18.7
117,117,/usr/share/gcc/python/libstdcxx/v6/printers.py,75193,224.01999999999998,44725.833333333336,18307.666666666668,738.8142857142857
118,118,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Nv/30.pl,725,2.3000000000000003,90.83333333333333,44.166666666666664,7.9
119,119,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/InSC/Consona3.pl,609,1.9500000000000002,72.83333333333333,36.333333333333336,6.5
120,120,/lib/systemd/system/nginx.service,470,1.6,60.5,29.166666666666668,5.357142857142857
121,121,/usr/lib/x86_64-linux-gnu/libxml2.so.2.9.10,1750104,5209.67,309993.1666666667,134055.66666666666,15108.1
122,122,/var/lib/dpkg/info/libtirpc3:amd64.triggers,67,0.54,27.166666666666668,14.666666666666666,2.757142857142857
123,123,/usr/lib/x86_64-linux-gnu/gconv/IBM4517.so,18544,55.27,1883.8333333333333,943.8333333333334,161.04285714285714
124,124,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/In/10_0.pl,8135,24.34,830.8333333333334,413.1666666666667,70.98571428571428
125,125,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Scx/Linb.pl,611,2.02,75.83333333333333,37.166666666666664,6.785714285714286
126,126,/var/log/dpkg.log,34448,102.64,3505.5,1735.0,301.92857142857144
127,127,/etc/ssl/certs/D-TRUST_Root_Class_3_CA_2_EV_2009.pem,0,4.77,176.16666666666666,88.83333333333333,16.042857142857144
128,128,/usr/lib/x86_64-linux-gnu/libbsd.so.0.11.3,84064,250.42,79250.5,31877.166666666668,824.7857142857143
129,129,/usr/lib/x86_64-linux-gnu/libGeoIP.so.1,247992,738.0600000000001,92485.83333333333,38170.666666666664,2220.385714285714
130,130,/usr/lib/x86_64-linux-gnu/gconv/IBM1026.so,18544,55.51,1883.1666666666667,941.5,160.92857142857142
131,131,/usr/lib/x86_64-linux-gnu/perl-base/locale.pm,3421,10.36,353.8333333333333,177.66666666666666,30.728571428571428
132,132,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Lb/CJ.pl,819,2.5900000000000003,105.16666666666667,51.166666666666664,9.128571428571428
133,133,/usr/share/ca-certificates/mozilla/ACCVRAIZ1.crt,2772,8.43,291.5,145.16666666666666,25.242857142857144
134,134,/var/lib/dpkg/info/tzdata.templates,263006,782.99,63544.833333333336,27834.166666666668,2349.5285714285715
135,135,/lib/systemd/system/e2scrub_all.timer,251,0.98,43.166666666666664,23.166666666666668,3.9
136,136,/var/lib/dpkg/info/libxcb1:amd64.symbols,23173,68.94,2329.8333333333335,1168.8333333333333,199.9
137,137,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Lb/GL.pl,619,2.0,75.83333333333333,37.333333333333336,6.928571428571429
138,138,/var/lib/dpkg/info/libxslt1.1:amd64.symbols,12557,37.61,1274.8333333333333,634.6666666666666,109.18571428571428
139,139,/etc/ssl/certs/e36a6752.0,0,3.95,161.16666666666666,77.33333333333333,13.528571428571428
140,140,/usr/share/ca-certificates/mozilla/Entrust_Root_Certification_Authority.crt,1643,5.119999999999999,173.5,87.33333333333333,15.357142857142858
141,141,/usr/share/ca-certificates/mozilla/USERTrust_RSA_Certification_Authority.crt,2094,6.359999999999999,220.16666666666666,111.66666666666667,19.442857142857143
142,142,/var/lib/dpkg/info/libstdc++6:amd64.list,700,2.2800000000000002,82.5,40.166666666666664,7.214285714285714
143,143,/var/lib/dpkg/info/sysvinit-utils.list,464,1.52,55.833333333333336,27.833333333333332,5.242857142857143
144,144,/usr/share/perl5/Debconf/Element/Noninteractive.pm,342,1.1700000000000002,45.5,22.666666666666668,4.5285714285714285
145,145,/etc/fonts/conf.d/30-metric-aliases.conf,0,39.74,1343.5,674.8333333333334,115.41428571428571
146,146,/usr/share/perl5/Debconf/Element/Gnome/String.pm,649,2.09,84.5,42.5,7.385714285714286
147,147,/usr/lib/x86_64-linux-gnu/gconv/IBM880.so,18544,55.49,1859.5,937.6666666666666,160.35714285714286
148,148,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Gc/Nd.pl,1172,3.69,138.16666666666666,68.66666666666667,12.242857142857142
149,149,/usr/lib/tmpfiles.d,4096,0.17,3.5,1.8333333333333333,0.7571428571428571
150,150,/etc/apt/trusted.gpg,6543,19.860000000000003,674.5,338.6666666666667,58.01428571428571
151,151,/usr/share/ca-certificates/mozilla/SSL.com_Root_Certification_Authority_ECC.crt,944,2.94,103.83333333333333,53.5,9.214285714285714
152,152,/var/lib/dpkg/info/logsave.md5sums,255,0.96,34.833333333333336,17.666666666666668,3.357142857142857
153,153,/usr/share/perl5/Debconf/Element/Dialog/String.pm,788,2.5300000000000002,89.83333333333333,44.166666666666664,8.014285714285714
154,154,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Scx/Hebr.pl,593,1.9600000000000002,70.83333333333333,35.333333333333336,6.442857142857143
155,155,/var/lib/dpkg/info/nginx.prerm,483,1.57,60.833333333333336,28.666666666666668,5.328571428571428
156,156,/etc/ssl/certs/Entrust_Root_Certification_Authority.pem,0,5.05,173.83333333333334,88.66666666666667,15.1
157,157,/usr/share/X11/locale/ko_KR.UTF-8,4096,0.16,3.5,1.8333333333333333,0.7285714285714285
158,158,/var/lib/dpkg/info/e2fsprogs.conffiles,59,0.33999999999999997,15.5,8.333333333333332,1.7
159,159,/var/lib/dpkg/info/dash.postrm,359,1.2000000000000002,46.5,23.833333333333332,4.557142857142857
160,160,/usr/lib/x86_64-linux-gnu/gconv/IBM852.so,18544,55.410000000000004,1869.5,938.8333333333334,160.38571428571427
161,161,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Gc/Cf.pl,715,2.2600000000000002,82.16666666666667,41.0,7.3
162,162,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/SB/FO.pl,711,2.33,86.5,44.5,8.242857142857144
163,163,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Dt/Vert.pl,551,1.84,72.83333333333333,37.5,6.442857142857143
164,164,/var/lib/dpkg/info/ucf.conffiles,14,0.2,10.833333333333334,5.333333333333333,1.3285714285714287
165,165,/etc/ssl/certs/d887a5bb.0,0,3.0700000000000003,114.5,56.666666666666664,10.242857142857142
166,166,/var/lib/dpkg/info/libpam0g:amd64.shlibs,60,0.33,14.166666666666666,7.666666666666667,1.7
167,167,/var/lib/dpkg/info/gzip.list,923,2.87,101.16666666666667,51.666666666666664,9.32857142857143
168,168,/var/lib/dpkg/info/libgssapi-krb5-2:amd64.postrm,96,0.44000000000000006,18.5,10.0,2.2142857142857144
169,169,/var/lib/dpkg/info/zlib1g:amd64.symbols,3070,9.26,316.1666666666667,159.0,27.557142857142857
170,170,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Perl/_PerlPat.pl,530,1.78,64.5,31.333333333333332,5.7
171,171,/var/lib/dpkg/info/libcurl4:amd64.symbols,3574,10.78,368.8333333333333,184.0,31.7
172,172,/var/lib/dpkg/info/login.md5sums,8879,26.5,896.5,452.8333333333333,77.67142857142858
173,173,/usr/lib/x86_64-linux-gnu/gconv/ISO8859-14.so,18544,55.300000000000004,1862.8333333333333,943.3333333333334,160.1
174,174,/etc/ssl/certs/c01eb047.0,0,5.869999999999999,205.16666666666666,104.0,17.757142857142856
175,175,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Perl/_PerlIsI.pl,827,2.68,91.83333333333333,46.5,8.32857142857143
176,176,/usr/lib/x86_64-linux-gnu/perl-base/Hash/Util.pm,8255,24.720000000000002,843.5,424.1666666666667,73.38571428571429
177,177,/etc/ssl/certs/DigiCert_Assured_ID_Root_G2.pem,0,4.04,150.16666666666666,75.16666666666667,13.014285714285714
178,178,/etc/ssl/certs/4a6481c9.0,0,4.33,155.16666666666666,76.83333333333333,13.442857142857143
179,179,/usr/share/ca-certificates/mozilla/Trustwave_Global_ECC_P256_Certification_Authority.crt,883,2.8000000000000003,98.16666666666667,49.333333333333336,8.842857142857143
180,180,/var/lib/dpkg/info/libsemanage1:amd64.md5sums,315,1.09,40.166666666666664,20.666666666666668,3.842857142857143
181,181,/usr/lib/x86_64-linux-gnu/perl-base/Errno.pm,4931,14.9,502.5,252.16666666666666,43.15714285714286
182,182,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Scx/Syrc.pl,601,1.9700000000000002,69.16666666666667,35.166666666666664,6.614285714285714
183,183,/usr/lib/x86_64-linux-gnu/sasl2/libsasldb.so.2.0.25,30632,91.28999999999999,40031.166666666664,16049.0,343.84285714285716
184,184,/usr/lib/udev/rules.d,4096,0.18,16.5,8.666666666666666,1.7571428571428571
185,185,/etc/ssl/certs/e73d606e.0,0,4.21,154.5,80.16666666666667,13.557142857142857
186,186,/etc/fonts/conf.d/65-fonts-persian.conf,0,30.87,1046.8333333333333,524.3333333333334,89.7
187,187,/usr/share/fontconfig/conf.avail/65-nonlatin.conf,8008,23.92,807.8333333333334,406.6666666666667,69.87142857142857
188,188,/usr/lib/x86_64-linux-gnu/gconv/IBM869.so,18544,55.120000000000005,1863.1666666666667,936.8333333333334,160.38571428571427
189,189,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Term/Y.pl,1642,5.109999999999999,182.83333333333334,92.0,16.1
190,190,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Age/V60.pl,1816,5.5,190.5,97.5,16.757142857142856
191,191,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/InSC/Visarga.pl,883,2.81,98.83333333333333,49.833333333333336,9.042857142857143
192,192,/etc/ssl/certs/SwissSign_Silver_CA_-_G2.pem,0,6.279999999999999,220.16666666666666,113.0,19.185714285714287
193,193,/usr/share/ca-certificates/mozilla/Certum_Trusted_Network_CA_2.crt,2078,6.359999999999999,216.5,109.66666666666667,19.271428571428572
194,194,/etc/apt/trusted.gpg.d/debian-archive-bullseye-security-automatic.gpg,8709,26.23,891.8333333333334,450.3333333333333,77.55714285714286
195,195,/lib/x86_64-linux-gnu/security/pam_debug.so,14248,42.46,1431.8333333333333,722.8333333333334,124.1
196,196,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Vo/U.pl,1927,5.859999999999999,209.83333333333334,106.33333333333333,18.87142857142857
197,197,/etc/ssl/certs/Go_Daddy_Root_Certificate_Authority_-_G2.pem,0,4.359999999999999,153.5,78.33333333333333,13.728571428571428
198,198,/usr/share/ca-certificates/mozilla/e-Szigno_Root_CA_2017.crt,843,2.64,93.5,47.666666666666664,8.385714285714286
199,199,/usr/share/maven-repo/org/gnu/gettext/libintl/0.21,4096,0.16,3.8333333333333335,2.0,0.7857142857142857
200,200,/usr/bin/perl5.32.1,3681152,10949.23,597484.8333333334,263197.5,31664.3
201,201,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/In/9_0.pl,7995,24.23,827.8333333333334,415.1666666666667,70.9
202,202,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Age/V50.pl,871,2.8000000000000003,99.5,50.666666666666664,8.871428571428572
203,203,/etc/ssl/certs/9c2e7d30.0,0,3.66,138.83333333333334,69.0,12.642857142857142
204,204,/usr/lib/x86_64-linux-gnu/perl-base/feature.pm,5069,15.219999999999999,517.5,260.3333333333333,44.7
205,205,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/PatSyn/Y.pl,748,2.43,95.83333333333333,47.5,8.728571428571428
206,206,/var/lib/dpkg/info/libssh2-1:amd64.md5sums,431,1.4500000000000002,53.166666666666664,27.833333333333332,5.214285714285714
207,207,/usr/lib/x86_64-linux-gnu/gconv/IBM16804.so,18544,55.4,38918.833333333336,15461.333333333334,257.24285714285713
208,208,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Sc/Han.pl,733,2.38,100.16666666666667,48.0,8.928571428571429
209,209,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/IdType/Exclusio.pl,3032,9.26,314.5,159.0,27.728571428571428
210,210,/usr/lib/x86_64-linux-gnu/libapt-pkg.so.6.0.0,2018624,6008.7300000000005,394822.8333333333,169741.33333333334,17493.957142857143
211,211,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/InSC/Invisibl.pl,627,2.24,91.5,44.333333333333336,8.442857142857143
212,212,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/InSC/ToneMark.pl,651,2.15,75.16666666666667,37.5,6.871428571428571
213,213,/etc/ssl/certs/GlobalSign_Root_CA_-_R2.pem,0,4.17,139.83333333333334,69.66666666666667,12.242857142857142
214,214,/usr/share/ca-certificates/mozilla/T-TeleSec_GlobalRoot_Class_2.crt,1367,4.2299999999999995,150.5,75.66666666666667,13.385714285714286
215,215,/var/lib/dpkg/info/tar.md5sums,3693,11.2,379.1666666666667,190.83333333333334,33.385714285714286
216,216,/usr/share/doc/libbz2-1.0,4096,0.22,12.833333333333334,7.166666666666667,1.7
